_id,_p_user,Owner,questionId,Message,_updated_at,_created_at
fDhlME2Rbg,_User$0QqRVeZP6q,BOT,continueTreeSessionChat,Alright! What else can I help you with?,2026-06-28T23:13:00.861+05:30,2026-06-28T23:13:00.861+05:30
jsIHQff2mN,_User$0QqRVeZP6q,USER,continueTreeSessionChat,Meri kit 1000,2026-06-28T23:13:20.96+05:30,2026-06-28T23:13:20.96+05:30
qm0CYzE3N7,_User$0QqRVeZP6q,BOT,newTreatmentSessionLLMAssistantMessage2,"Cureskin treatment kits are priced based on your specific skin or hair concerns and the products prescribed by your dermatologist. Typically, skin kits are priced around ₹1,700, ₹2,200, and ₹3,000, while hair kits are priced around ₹1,800, ₹2,200, and ₹3,000.",2026-06-28T23:13:28.937+05:30,2026-06-28T23:13:28.937+05:30
m2PChHpCFd,_User$0QqRVeZP6q,USER,newTreatmentSessionLLMAssistantMessage2,Diskaunt kariye,2026-06-28T23:14:10.728+05:30,2026-06-28T23:14:10.728+05:30
MFWBub58x2,_User$0QqRVeZP6q,BOT,newTreatmentSessionLLMAssistantMessage1,"Cureskin currently doesn’t offer discounts or free products. However, when you purchase a plan, you're not just buying products; you're getting a complete 3-month treatment that includes a personalized regimen for your skin or hair concern and monthly dermatologist check-ups to track and adjust your progress.",2026-06-28T23:14:18.797+05:30,2026-06-28T23:14:18.797+05:30
MZ3fwdpNwu,_User$0QqRVeZP6q,USER,newTreatmentSessionLLMAssistantMessage1,Cencel kar dijiye hamare paas itne paise nahi he,2026-06-28T23:15:13.888+05:30,2026-06-28T23:15:13.888+05:30
myyk9LGBg8,_User$0QqRVeZP6q,BOT,newTreatmentSessionLLMAssistantMessage2,"आप अपनी ऑर्डर को रद्द कर सकते हैं यदि वह अभी तक शिप नहीं हुई है। आप ""My Orders"" सेक्शन, ""HELP"" सेक्शन, या ईमेल orders@Cureskin.com के माध्यम से रद्द करने का अनुरोध कर सकते हैं। यदि आपके पास कोई और प्रश्न हैं, तो कृपया ग्राहक सहायता टीम से 81500 96500 पर संपर्क करें।",2026-06-28T23:15:21.521+05:30,2026-06-28T23:15:21.521+05:30
owDZv7D0il,_User$0QqRVeZP6q,USER,newTreatmentSessionLLMAssistantMessage2,Thankyou,2026-06-28T23:15:53.91+05:30,2026-06-28T23:15:53.91+05:30
oGBKcH7TuV,_User$0QqRVeZP6q,BOT,newTreatmentSessionLLMAssistantMessage1,"You're welcome! If you have any more questions or need further assistance, feel free to ask. Have a great day!",2026-06-28T23:16:01.756+05:30,2026-06-28T23:16:01.756+05:30
mhBCYQDGsG,_User$0QqRVeZP6q,USER,newTreatmentSessionLLMAssistantMessage1,Dilevari kab hogi,2026-06-28T23:17:19.822+05:30,2026-06-28T23:17:19.822+05:30
AKYh4CqCda,_User$0QqRVeZP6q,BOT,newTreatmentSessionLLMAssistantMessage2,"आपका ऑर्डर आमतौर पर 4-5 कार्यदिवसों के भीतर डिलीवर किया जाता है, जो आपके डिलीवरी स्थान पर निर्भर करता है। हम आपको ट्रैकिंग लिंक भी प्रदान करेंगे, जिससे आप अपने ऑर्डर की स्थिति को ट्रैक कर सकते हैं।",2026-06-28T23:17:27.319+05:30,2026-06-28T23:17:27.319+05:30
1ldqg25Cak,_User$0SzKhD3aQS,BOT,treatmentSessionIntro,"Hi Pinki, मैं आपका Cure AI हेल्थ असिस्टेंट हूँ। क्या आपके ट्रीटमेंट प्लान को लेकर कोई सवाल हैं? मैं यहाँ आपकी मदद के लिए हूँ।",2026-06-28T12:47:42.879+05:30,2026-06-28T12:47:42.879+05:30
DCxcfCyelK,_User$0Ypn003lAM,BOT,treatmentSessionIntro,"Hi Ariba, I’m your Cure AI Health Assistant. Have questions about your treatment plan? I'm here for you.",2026-06-28T14:52:02.545+05:30,2026-06-28T14:52:02.545+05:30
nH51Ajshve,_User$0aTRRA5f7a,BOT,treatmentSessionIntro,"Hi Jatin, I’m your Cure AI Health Assistant. Have questions about your treatment plan? I'm here for you.",2026-06-28T17:49:24.977+05:30,2026-06-28T17:49:24.977+05:30
YY6nFmmW5h,_User$0ado3lwO8G,USER,newTreatmentSessionLLMAssistantMessage2,Gale ke scin me problem hai,2026-06-28T10:14:36.58+05:30,2026-06-28T10:14:36.58+05:30
RKpzNqFdnY,_User$0ado3lwO8G,BOT,newTreatmentSessionLLMAssistantMessage1,"Cureskin treats a variety of skin problems, including issues related to pigmentation, acne, and skin dullness. If you are experiencing specific skin problems on your face, it's essential to follow your prescribed regimen consistently for the best results. Additionally, if you have concerns about your skin condition, please consult your Cureskin dermatologist through the app or call 81500 96500 for personalized guidance.",2026-06-28T10:14:44.316+05:30,2026-06-28T10:14:44.316+05:30
nB1Kdmx1xQ,_User$0bGctuowzA,BOT,treatmentSessionIntro,"Hi Laxmi, मैं आपका Cure AI हेल्थ असिस्टेंट हूँ। क्या आपके ट्रीटमेंट प्लान को लेकर कोई सवाल हैं? मैं यहाँ आपकी मदद के लिए हूँ।",2026-06-28T10:55:36.872+05:30,2026-06-28T10:55:36.872+05:30
BT8NMtLQHW,_User$0bGctuowzA,USER,treatmentSessionIntro,Dr se baat karke hi lugi,2026-06-28T10:59:33.041+05:30,2026-06-28T10:59:33.041+05:30
WAs9emtDGN,_User$0bGctuowzA,BOT,newTreatmentSessionLLMAssistantMessage1,"बिल्कुल! आप अपने Cureskin डॉक्टर से बात करके ही अपने उपचार के बारे में निर्णय लें। आप ""Speak to doctor"" विकल्प का चयन करके या 81500 96500 पर कॉल करके डॉक्टर से संपर्क कर सकते हैं। आपकी सुरक्षा और सही मार्गदर्शन सबसे महत्वपूर्ण है।",2026-06-28T10:59:43.778+05:30,2026-06-28T10:59:43.778+05:30
sDaiEvEjoL,_User$0gRWdEB6dS,BOT,treatmentSessionIntro,"Hi Neeraj, मैं आपका Cure AI हेल्थ असिस्टेंट हूँ। क्या आपके ट्रीटमेंट प्लान को लेकर कोई सवाल हैं? मैं यहाँ आपकी मदद के लिए हूँ।",2026-06-28T19:38:53.388+05:30,2026-06-28T19:38:53.388+05:30
Dz8H2vWFXQ,_User$0gRWdEB6dS,USER,treatmentSessionIntro,Mujhe sar ke balo ki nahi dadi ke balo ki problem he,2026-06-28T19:39:27.373+05:30,2026-06-28T19:39:27.373+05:30
V3CEbgumkQ,_User$0gRWdEB6dS,BOT,newTreatmentSessionLLMAssistantMessage1,"Cureskin offers personalized regimens to help with hair loss and other hair concerns. You can go through the hair consultation chat in the Cureskin app, upload a photo of your hair, and our doctors will create a tailored treatment kit for you. Consistency is key to achieving the best results, and our dermatologists will monitor your progress and adjust your treatment as needed.",2026-06-28T19:39:38.443+05:30,2026-06-28T19:39:38.443+05:30
SjFvF7IJUb,_User$0gRWdEB6dS,USER,newTreatmentSessionLLMAssistantMessage1,Dadi ke beared ke bal safed he,2026-06-28T19:40:32.483+05:30,2026-06-28T19:40:32.483+05:30
hW4pOich1U,_User$0gRWdEB6dS,BOT,newTreatmentSessionLLMAssistantMessage2,"Cureskin's personalized hair regimen can help manage hair thinning and improve overall hair health. However, for grey hair, there is currently no product that can reverse it naturally. Most treatments focus on slowing down premature greying and enhancing hair health. If you're looking for a tailored solution, consider consulting with a Cureskin dermatologist through the app for a personalized treatment plan.",2026-06-28T19:40:42.433+05:30,2026-06-28T19:40:42.433+05:30
nypUjsOS3N,_User$0iuDN19c7R,BOT,treatmentSessionIntro,"Hi Jyotsana, I’m your Cure AI Health Assistant. Have questions about your treatment plan? I'm here for you.",2026-06-28T11:40:49.265+05:30,2026-06-28T11:40:49.265+05:30
qAeguxddc2,_User$0iuDN19c7R,USER,treatmentSessionIntro,Can I talk to Dr,2026-06-28T11:41:23.055+05:30,2026-06-28T11:41:23.055+05:30
p8zIYKUsXk,_User$0iuDN19c7R,BOT,newTreatmentSessionLLMAssistantMessage1,"आप अपने Cureskin डॉक्टर से बात कर सकते हैं। यदि आप अपने उपचार योजना के बारे में चर्चा करना चाहते हैं, तो कृपया ऐप में ""Speak to doctor"" विकल्प का चयन करें। आप 81500 96500 पर कॉल करके भी डॉक्टर से संपर्क कर सकते हैं।",2026-06-28T11:41:38.879+05:30,2026-06-28T11:41:38.879+05:30
tqVEWujNNb,_User$0iuDN19c7R,USER,newTreatmentSessionLLMAssistantMessage1,Speak to Doctor,2026-06-28T11:42:07.005+05:30,2026-06-28T11:42:07.005+05:30
A51muE6DQ3,_User$0iuDN19c7R,BOT,newTreatmentSessionLLMAssistantMessage2,"आप अपने Cureskin डॉक्टर से बात कर सकते हैं। ""Speak to doctor"" विकल्प का चयन करें या आप 81500 96500 पर कॉल करके भी डॉक्टर से संपर्क कर सकते हैं। यह आपके उपचार योजना के बारे में चर्चा करने का एक अच्छा तरीका है।",2026-06-28T11:42:25.276+05:30,2026-06-28T11:42:25.276+05:30
Vdf9yUh7Gu,_User$0jmxfgl4ke,BOT,treatmentSessionIntro,"Hi Kajal, मैं आपका Cure AI हेल्थ असिस्टेंट हूँ। क्या आपके ट्रीटमेंट प्लान को लेकर कोई सवाल हैं? मैं यहाँ आपकी मदद के लिए हूँ।",2026-06-28T17:09:45.517+05:30,2026-06-28T17:09:45.517+05:30
1zajP0xMTR,_User$0jmxfgl4ke,USER,treatmentSessionIntro,Ek hi face was 2 pic de rhe hai,2026-06-28T17:11:33.892+05:30,2026-06-28T17:11:33.892+05:30
yHg0W1VSIF,_User$0jmxfgl4ke,BOT,newTreatmentSessionLLMAssistantMessage1,"Aapko Cureskin ke taraf se teen alag face wash options diye gaye hain, jo aapki skin type aur concerns ke hisaab se hain:

1. **Deep Cleanse Face Wash**: Ye oily skin ke liye hai, jo excess oil control karne, pores ko unclog karne aur skin ko bina over-drying ke saaf karne mein madad karta hai.
   
2. **Sensitive Pro Cleanser**: Ye extremely sensitive skin ke liye hai, jo gently cleanse karta hai bina dryness ya irritation ke.

3. **Gentle Cleanse Face Wash**: Ye dry aur combination skin ke liye hai, jo skin ko saaf karte hue moisture aur balance banaye rakhta hai.

Aapka recommended face wash aapki skin type ke hisaab se chuna gaya hai.",2026-06-28T17:11:52.573+05:30,2026-06-28T17:11:52.573+05:30
0veHyjTPR5,_User$0jmxfgl4ke,USER,newTreatmentSessionLLMAssistantMessage1,Agar order kiye to kb tk product pahunch jayega,2026-06-28T17:12:54.803+05:30,2026-06-28T17:12:54.803+05:30
Yy6rVKCmze,_User$0jmxfgl4ke,BOT,newTreatmentSessionLLMAssistantMessage2,"Aapka order aam taur par 4-5 working dinon mein deliver kiya jaata hai, aapke delivery location ke hisaab se. Aapko order ke tracking details bhi diye jayenge, jisse aap apne order ki status dekh sakte hain.",2026-06-28T17:13:03.177+05:30,2026-06-28T17:13:03.177+05:30
o7WqmfZQVz,_User$0jmxfgl4ke,USER,newTreatmentSessionLLMAssistantMessage2,Paisa thoda jyada lag rha hai,2026-06-28T17:13:42.461+05:30,2026-06-28T17:13:42.461+05:30
cYcsnZoAYS,_User$0jmxfgl4ke,BOT,newTreatmentSessionLLMAssistantMessage1,"Cureskin ke products ki pricing thodi zyada lag sakti hai, lekin ye samajhna zaroori hai ki aap sirf products nahi kharid rahe hain. Aapko ek comprehensive 3-month treatment plan mil raha hai, jo aapki specific skin ya hair concerns ke liye personalized hai. Isme regular monthly check-ins bhi shamil hain, jahan qualified dermatologists aapki progress monitor karte hain aur zaroorat parne par treatment ko adjust karte hain.",2026-06-28T17:13:52.451+05:30,2026-06-28T17:13:52.451+05:30
Hht0ZZ1E47,_User$0jmxfgl4ke,USER,newTreatmentSessionLLMAssistantMessage1,Agar cure skin  product use Karenge to   or koi cream nhi use  karna hai,2026-06-28T17:15:30.697+05:30,2026-06-28T17:15:30.697+05:30
J3PLj7U1Vn,_User$0jmxfgl4ke,BOT,newTreatmentSessionLLMAssistantMessage2,"Cureskin ke products ka istemal karte waqt, aapko dusre creams ya products ka istemal nahi karna chahiye. Ye isliye hai kyunki alag-alag products ka mix karna aapke treatment ki effectiveness ko prabhavit kar sakta hai. Isliye, behtar results ke liye, aapko apne prescribed Cureskin regimen ko hi follow karna chahiye.",2026-06-28T17:15:40.944+05:30,2026-06-28T17:15:40.944+05:30
dMMEonGrE7,_User$0jmxfgl4ke,USER,newTreatmentSessionLLMAssistantMessage2,Mera order confirme hua ya nhi,2026-06-28T18:00:43.009+05:30,2026-06-28T18:00:43.009+05:30
CBta5YICgO,_User$0jmxfgl4ke,BOT,newTreatmentSessionLLMAssistantMessage1,"Agar aapka order confirm hua hai, to aap apne order ki status check kar sakte hain. Iske liye, Cureskin app mein ""My Orders"" section mein jaakar apne order ko select karein aur ""Track"" button par click karein. Wahan se aapko latest updates mil jayenge.",2026-06-28T18:00:53.486+05:30,2026-06-28T18:00:53.486+05:30
Uomyf4Bq8R,_User$0k7qm4zM55,BOT,treatmentSessionIntro,"Hi Saba, मैं आपका Cure AI हेल्थ असिस्टेंट हूँ। क्या आपके ट्रीटमेंट प्लान को लेकर कोई सवाल हैं? मैं यहाँ आपकी मदद के लिए हूँ।",2026-06-28T15:01:00.733+05:30,2026-06-28T15:01:00.733+05:30
VCnAkgnqgn,_User$0lUeOx2HBm,BOT,treatmentSessionIntro,"Hi Pratima, I’m your Cure AI Health Assistant. Have questions about your treatment plan? I'm here for you.",2026-06-28T11:47:40.712+05:30,2026-06-28T11:47:40.712+05:30
wOoUb7nBqS,_User$0lUeOx2HBm,USER,treatmentSessionIntro,Kitna days lagega products received karni ki liya,2026-06-28T11:49:53.899+05:30,2026-06-28T11:49:53.899+05:30
